"Theta [deg]","dB(GainTotal) [] - Freq='0.1375GHz' Phi='0deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='5deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='10deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='15deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='20deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='25deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='30deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='35deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='40deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='45deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='50deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='55deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='60deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='65deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='70deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='75deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='80deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='85deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='90deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='95deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='100deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='105deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='110deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='115deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='120deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='125deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='130deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='135deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='140deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='145deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='150deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='155deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='160deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='165deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='170deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='175deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='180deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='185deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='190deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='195deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='200deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='205deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='210deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='215deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='220deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='225deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='230deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='235deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='240deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='245deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='250deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='255deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='260deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='265deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='270deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='275deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='280deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='285deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='290deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='295deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='300deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='305deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='310deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='315deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='320deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='325deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='330deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='335deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='340deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='345deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='350deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='355deg'","dB(GainTotal) [] - Freq='0.1375GHz' Phi='360deg'"
-14,8.27591253104465,8.17742350011681,8.06713493064928,7.9447348919085,7.80961202639508,7.66210734011224,7.50439697719188,7.3406773166017,7.1766879300657,7.01892445105094,6.87400308754866,6.74846182587462,6.6488931370659,6.58195374959214,6.55378839243538,6.56882321894545,6.62845085576578,6.73035694033484,6.8688793092815,7.03613925921329,7.22330839512011,7.42153261324307,7.62247196380571,7.81870597197234,8.00420615681098,8.17481842932397,8.3284868230024,8.46495500233021,8.58489826424373,8.68873882730021,8.77561324903742,8.84295577401834,8.88690698479304,8.90337920760817,8.8893213226323,8.84367472543744,8.76769310122626,8.66458845805045,8.5387207200867,8.39467319433468,8.23653223079235,8.06756396273872,7.89032688879223,7.70712809320878,7.52064345825909,7.3344884102109,7.15355538909969,6.98401945830344,6.83301571205412,6.70806234707409,6.61631983676353,6.56376371121939,6.55435695286931,6.5893666832862,6.66703377949012,6.78276689037176,6.92984180544499,7.10035080745028,7.28605529977921,7.47892226505076,7.67135257831849,7.85625738806142,8.02713286708314,8.17818896103681,8.30451654965748,8.40227794231335,8.46893436960044,8.50350965638978,8.50681203107231,8.48144997954644,8.43146753924423,8.3615421928805,8.27591253104465
-13,9.36264250794561,9.27352406199775,9.16966536268877,9.05227158477141,8.92217659529269,8.78050761530342,8.62926079268249,8.4715742713753,8.31165293013333,8.15447268677556,8.00547995500098,7.87044906744812,7.75548554225922,7.66697221120412,7.61119603975537,7.59354809295362,7.61748292053205,7.68364663072686,7.78954957769316,7.92988730238334,8.09732060135025,8.28341970858557,8.47956619554215,8.67773717579055,8.87114093667256,9.05463295463102,9.22480512141483,9.37968293721336,9.51808865481323,9.63887375405282,9.74030889842034,9.81988196161851,9.87459436189891,9.90163506922339,9.89915597014094,9.86684413754507,9.80608602303134,9.71968731838306,9.61127461297059,9.48460267309743,9.34299996828891,9.1891161103279,9.02502290274575,8.85260632830167,8.67410349409773,8.49260726374704,8.31238691148308,8.138941048978,7.97877857309108,7.83898132494823,7.72662090439543,7.64809099257208,7.60840820680744,7.61056005684989,7.65503000688939,7.73964795089452,7.85984077611879,8.00921060373681,8.18024716183827,8.36497256276999,8.55541235477559,8.74390123634937,8.92329173349424,9.08713075567284,9.22983949004119,9.34690901674072,9.43510875124285,9.49268192063808,9.51946791650598,9.5168645134735,9.48755288301558,9.43497273398892,9.36264250794561
-12,10.5219995100641,10.4497467625111,10.3631089002762,10.2641231607082,10.1544919171954,10.0358571336434,9.91010100486653,9.77955573795828,9.64707138698285,9.51597293348426,9.38998943921493,9.27322743738318,9.17019005691403,9.08575452212584,9.02497684006068,8.99263850682865,8.99257514174758,9.0269612475718,9.0957827551057,9.19667136565287,9.32514213288587,9.47515052042697,9.63982245561155,9.8122069354317,9.98592171570273,10.1555887458724,10.3169931721412,10.4669592810459,10.6030137664932,10.7229758493261,10.8246416420818,10.9056948918443,10.9638843196466,10.997396145237,11.005268676416,10.9876791557535,10.9459847901959,10.8824943280626,10.8000445483172,10.7015218615323,10.5894822495116,10.4659825714358,10.3326608727884,10.1910213276524,10.0428190635536,9.8904195085265,9.73702852563494,9.58674033995577,9.44440717902903,9.31537442813683,9.20513466573725,9.11893717548341,9.06136759965578,9.03591148487037,9.04454487579959,9.08743259908561,9.1628201681458,9.26715782504801,9.39541937534358,9.5415242144321,9.69876905354411,9.86021480867438,10.0190187272265,10.1687264241879,10.303540578982,10.4185729493654,10.5100724280721,10.5756066584328,10.6141606046864,10.6261092474753,10.613032571286,10.5773746257538,10.5219995100641
-11,11.8382600699682,11.7869607080879,11.7240913970162,11.6518181179139,11.5720449528405,11.4864669257624,11.3966844447133,11.3043248120731,11.2111349346672,11.1190405490826,11.0301909178322,10.947008595468,10.8722398960702,10.8089677566315,10.7605286488747,10.7302880509111,10.7212758512506,10.7357440919834,10.7747541570677,10.8379055777805,10.9232816310149,11.0276258917972,11.1467041163249,11.2757654385038,11.410002280021,11.5449184929295,11.6765461774834,11.8014969704733,11.916882647242,12.0201779292728,12.1091112002754,12.1816494169599,12.2360974588228,12.2712774124775,12.2867127447755,12.2827331115586,12.2604411821386,12.221532439928,12.1680126489186,12.1018950601861,12.0249668958534,11.9386902994816,11.844256950856,11.7427657627325,11.6354576273791,11.5239313016685,11.4102807693417,11.2971274216866,11.1875552678473,11.0849798940619,10.9929843772397,10.9151404664574,10.8548134475011,10.8149399843794,10.7977788681706,10.8046595397784,10.8357749219412,10.8900666293942,10.9652293552758,11.0578305439845,11.1635191139783,11.2772912901748,11.3937879120819,11.5076058499325,11.6136098308152,11.7072295266704,11.7847227431211,11.8433815111684,11.881655881196,11.8991727025483,11.8966364456089,11.8756176916245,11.8382600699682
-10,13.3165634183458,13.2850284890078,13.2456819736318,13.2002891750766,13.1504301347893,13.0974592655518,13.042525875252,12.9866338677748,12.9307192706876,12.8757319295301,12.8227157763051,12.7728841498189,12.7276808851817,12.6888083575129,12.6581981161916,12.6379049919384,12.6299230761394,12.6359464430479,12.6571191836727,12.693828927287,12.7455911113261,12.8110500129617,12.8880942264731,12.9740577761203,13.0659608490185,13.1607404420965,13.2554314132689,13.3472790315801,13.4337884659372,13.5127365330678,13.5821793259559,13.6404828899078,13.6863854765177,13.7190769311375,13.7382635430351,13.7441831498751,13.7375476522543,13.7194138276014,13.6910090749835,13.6535561661396,13.6081431872267,13.5556707374738,13.4968836650734,13.4324687283304,13.3631820255446,13.2899663503971,13.2140284824653,13.136864318323,13.0602376240193,12.9861288150722,12.9166701094277,12.8540744589711,12.800554077223,12.7582176975754,12.7289386448784,12.7141974183161,12.7149165944987,12.7313149597972,12.7628077188616,12.8079716943969,12.8645834602961,12.9297287526344,12.9999747322033,13.071591702576,13.1408064017204,13.2040648558125,13.2582799129171,13.3010379710176,13.3307416915351,13.3466709932763,13.3489536235077,13.3384489893617,13.3165634183458
-9,14.8862759361443,14.8695617321812,14.8484228849695,14.8240290873408,14.7974324106806,14.7695094397427,14.7409491606832,14.7122793440335,14.6839198972343,14.6562511950106,14.6296868830961,14.6047418435287,14.5820857479333,14.5625715670274,14.5472285672081,14.5372127309987,14.533714798116,14.5378358008307,14.5504490659604,14.5720729266085,14.6027777289946,14.6421440178871,14.6892778939094,14.7428775728442,14.8013354882421,14.8628554473036,14.9255654477882,14.9876129987417,15.0472386841697,15.1028318732704,15.1529768088904,15.1964962318496,15.2324939593952,15.2603903119388,15.279938847165,15.2912126658476,15.2945545241335,15.2904952627511,15.2796556907721,15.262653654653,15.2400376711411,15.2122610613649,15.1796986943343,15.1426966000445,15.1016370126952,15.0570001353106,15.0094087020233,14.9596495952838,14.9086746683774,14.8575873872232,14.8076216034117,14.7601146487352,14.71647170911,14.6781152359336,14.646414017536,14.6225914071779,14.6076190824776,14.6021088060197,14.6062178552927,14.619583495289,14.6412987932359,14.6699373608661,14.7036290613015,14.740182712088,14.7772457142166,14.8124850400069,14.8437700913576,14.8693364601544,14.8879110343146,14.8987831847877,14.9018135841991,14.8973808858354,14.8862759361443
-8,16.4481797801351,16.4406670052565,16.431173857723,16.420345228281,16.4087587762167,16.3968800071998,16.3850460461277,16.3734763861243,16.3623050198971,16.3516262685586,16.3415460515781,16.3322306444715,16.3239456098339,16.3170784590861,16.3121400219852,16.3097418792897,16.3105506500166,16.3152239706277,16.3243367380457,16.3383085529953,16.3573435183292,16.3813914322377,16.4101354529543,16.4430065049048,16.4792202655176,16.5178295887143,16.5577842896133,16.5979912825677,16.6373704350008,16.674904075584,16.7096797983419,16.7409264240505,16.7680418636161,16.7906100483155,16.8084032698527,16.8213671913516,16.8295886640945,16.8332505605327,16.8325816411431,16.8278114391577,16.8191393048449,16.8067231963919,16.7906886920258,16.771153765696,16.7482617197374,16.7222141391135,16.6932976153399,16.6619011984032,16.6285246153912,16.5937790357018,16.5583820785858,16.5231472369148,16.4889659657063,16.4567795386223,16.427538203681,16.4021472438812,16.3814026478988,16.3659222423146,16.3560804345614,16.3519556486564,16.3532989983904,16.3595308787954,16.3697691906124,16.3828891118952,16.3976100871754,16.4126015985478,16.4265960260898,16.438495164878,16.4474571801821,16.4529530562512,16.4547856936129,16.4530701984878,16.4481797801351
-7,17.9171389633805,17.9144487823852,17.9112841250202,17.9079335933666,17.904650056756,17.9016237895149,17.8989712091349,17.8967392525805,17.8949229989303,17.893492461862,17.892423628162,17.8917286938604,17.8914808613066,17.8918298700503,17.8930055902798,17.8953084954744,17.8990875822504,17.9047081317322,17.9125133066343,17.9227846164515,17.9357065049088,17.951339640265,17.9696060554257,17.9902874088873,18.0130357319393,18.0373944845228,18.0628268244742,18.0887477658051,18.1145572185276,18.1396714827277,18.1635513117943,18.1857249763267,18.2058048634779,18.223496241555,18.2385971968513,18.2509896172674,18.2606224347632,18.2674898491673,18.2716084551702,18.2729976068672,18.2716667286084,18.2676117219053,18.2608205682337,18.251286302103,18.2390242780305,18.2240903580686,18.2065972230839,18.1867270820218,18.1647401159983,18.1409786329125,18.1158669562325,18.0899066576337,18.0636662145247,18.0377639319499,18.0128432949556,17.9895408618284,17.968448183504,17.9500707043865,17.9347878078304,17.9228188387506,17.9141999107887,17.9087755424204,17.9062077105272,17.9060028908582,17.9075552997543,17.910202188763,17.9132850677006,17.9162095275714,17.9184961882914,17.9198163215415,17.9200078042189,17.9190699480862,17.9171389633805
-6,19.2366759438727,19.2360417488568,19.2357281862416,19.2358237857996,19.236398332723,19.2374898466865,19.2390990158436,19.2411914447938,19.2437068276058,19.2465731789607,19.2497236549168,19.2531132879958,19.2567331079458,19.2606195535871,19.2648577342709,19.2695779039541,19.2749453893596,19.2811450695908,19.2883622251126,19.2967620488054,19.3064702604202,19.3175570626919,19.33002616339,19.3438098627288,19.3587704052942,19.3747070575455,19.3913678028201,19.4084641990171,19.4256878147519,19.4427266987382,19.4592804802063,19.4750728975435,19.4898607969799,19.5034389568408,19.5156405092551,19.5263332567342,19.5354127653825,19.5427936488063,19.5484007949584,19.5521623121213,19.5540056359377,19.5538576078466,19.551648560482,19.5473197242608,19.5408327724002,19.5321801359828,19.5213948254127,19.5085587790876,19.4938090757388,19.4773415693263,19.4594115821802,19.4403312575857,19.4204631266795,19.400209504052,19.3799975763873,19.3602605051356,19.3414154687345,19.3238402080178,19.3078501747702,19.2936786949989,19.2814625578171,19.2712350864523,19.2629280486225,19.2563827805716,19.2513697464463,19.2476145925538,19.2448277716614,19.2427341885271,19.2410991941642,19.2397476957172,19.2385741157216,19.2375422925932,19.2366759438727
-5,20.3751176377186,20.3750452483242,20.3756198649404,20.3768388019907,20.3786888686133,20.3811415647041,20.3841513799924,20.3876574493501,20.3915882763578,20.3958687778148,20.4004285843099,20.4052103850819,20.4101771298447,20.4153170758361,20.4206459617711,20.4262059607687,20.4320614662579,20.4382921506496,20.4449840596322,20.4522197252453,20.4600683713412,20.4685772370787,20.4777648700019,20.4876169711679,20.4980850544495,20.5090878580588,20.5205151606396,20.5322334368675,20.5440926531534,20.555933453969,20.5675940159552,20.5789159397716,20.5897486987382,20.5999523596638,20.6093985228642,20.6179696754511,20.6255573841479,20.6320599328911,20.6373800987658,20.6414237326784,20.6440996673206,20.6453212406493,20.6450094466955,20.643097464113,20.639536115322,20.6342997020612,20.6273916455272,20.6188494066587,20.6087482394465,20.5972034068223,20.5843705505211,20.5704439595692,20.555652548619,20.5402534635305,20.5245233951853,20.5087479032138,20.4932093076326,20.478173959436,20.4638799033076,20.4505260507606,20.4382639550465,20.4271931028207,20.4173603166746,20.4087634258598,20.4013588609983,20.3950723310367,20.3898113244508,20.3854779148215,20.3819802980132,20.3792416676743,20.3772054317861,20.3758363296512,20.3751176377186
-4,21.3170491402331,21.3168766797944,21.3173963690218,21.3185780585232,21.3203849667789,21.3227727729917,21.325689793324,21.3290783458837,21.3328772167343,21.3370249656431,21.3414636805117,21.346142718878,21.3510219691753,21.3560742201228,21.3612863329304,21.3666590520794,21.3722054474871,21.3779481343355,21.3839155484701,21.3901376500545,21.3966414761695,21.40344696057,21.4105633888363,21.4179867686304,21.4256982810978,21.43366385619,21.441834797195,21.4501492811024,21.4585344910419,21.4669091001798,21.4751858244768,21.4832737925502,21.4910805397422,21.4985135131607,21.505481065542,21.5118930069905,21.5176608626441,21.5226980392548,21.5269201254156,21.5302455344811,21.5325966483232,21.5339015425521,21.5340962830643,21.5331276947454,21.5309564289583,21.5275601055338,21.522936279933,21.517104984532,21.5101106092199,21.5020229152861,21.4929370147434,21.4829721946987,21.4722695253819,21.4609882634324,21.449301149263,21.4373887948349,21.4254334572227,21.4136125810974,21.4020925549677,21.3910231477985,21.3805330643775,21.3707269756573,21.3616842482453,21.3534594274887,21.3460843408793,21.3395715076213,21.3339183927031,21.3291119535903,21.3251329115456,21.3219592435894,21.3195685283694,21.3179389701506,21.3170491402331
-3,22.056212529667,22.0557753435832,22.0559221423542,22.0566263046921,22.0578566615335,22.0595778783272,22.0617511299725,22.0643350887596,22.0672871937845,22.070565121826,22.0741283415917,22.0779396106939,22.0819662704255,22.0861812074408,22.0905633815277,22.0950978605692,22.0997753521063,22.1045912696855,22.1095444157185,22.1146353961074,22.1198649020553,22.1252319996913,22.1307325586899,22.136357928957,22.1420939430835,22.147920285876,22.1538102353956,22.1597307468094,22.1656428244523,22.1715021112032,22.1772596186739,22.1828625265935,22.1882549936967,22.1933789429151,22.1981748075077,22.2025822483208,22.2065408720762,22.2099909934167,22.212874487324,22.2151357727614,22.2167229537038,22.2175891221858,22.2176938026539,22.217004491184,22.2154982202584,22.213163062354,22.2099994752022,22.2060213889185,22.2012569402283,22.1957487712438,22.1895538290404,22.1827426269316,22.1753979580334,22.1676130852976,22.1594894679345,22.1511341195833,22.1426567255003,22.1341666707928,22.1257701456722,22.117567493852,22.1096509548449,22.1021029200844,22.0949947786771,22.088386375394,22.0823260471725,22.0768511518205,22.0719889607342,22.0677577621375,22.0641680163947,22.0612234212733,22.0589217803471,22.057255616752,22.056212529667
-2,22.5909017724983,22.5903169561386,22.5901360570704,22.5903459316337,22.5909304354733,22.591870856924,22.5931464045787,22.594734743352,22.5966125650889,22.5987561720009,22.6011420451274,22.6037473665819,22.6065504641307,22.6095311498308,22.6126709307403,22.6159530784496,22.619362554425,22.6228857988015,22.6265104002078,22.6302246724599,22.6340171697616,22.6378761749547,22.6417891952613,22.6457424970904,22.6497207063516,22.6537064940606,22.657680359669,22.6616205173338,22.6655028840025,22.6693011632873,22.6729870159603,22.6765303065868,22.6798994161488,22.6830616120894,22.6859834694945,22.68863133949,22.6909718627861,22.6929725271253,22.6946022668754,22.6958321010282,22.6966358025378,22.696990587591,22.6968778085246,22.6962836292904,22.6951996582048,22.6936235097744,22.6915592660956,22.6890178089953,22.6860169968523,22.6825816648944,22.6787434345423,22.6745403257326,22.6700161756679,22.6652198775075,22.6602044624706,22.6550260579074,22.6497427613384,22.6444134755564,22.6390967520412,22.6338496888104,22.6287269243482,22.6237797617158,22.6190554469791,22.6145966146334,22.6104409009205,22.6066207150519,22.6031631495259,22.6000900048729,22.5974179018158,22.5951584550478,22.5933184871881,22.5919002681038,22.5909017724983
-1,22.9212877142957,22.9208241442062,22.9205611871864,22.920496733568,22.920627159305,22.9209474683996,22.9214514446006,22.9221318084579,22.9229803755273,22.9239882113332,22.9251457786739,22.9264430730355,22.9278697422904,22.929415187507,22.9310686425532,22.9328192312106,22.9346560016539,22.9365679393183,22.9385439603085,22.940572888499,22.9426434202984,22.9447440816292,22.9468631819979,22.9489887705846,22.951108599091,22.9532100956685,22.9552803536741,22.9573061382961,22.9592739133297,22.9611698895968,22.9629800957394,22.9646904713986,22.9662869821262,22.9677557547746,22.9690832315551,22.970256340439,22.971262679077,22.9720907089311,22.9727299558286,22.9731712126863,22.9734067397118,22.9734304570067,22.9732381242035,22.9728275016032,22.9721984872827,22.9713532248464,22.9702961769258,22.9690341602076,22.9675763386743,22.9659341728738,22.9641213243358,22.9621535156861,22.9600483485029,22.9578250824256,22.9555043804054,22.9531080261807,22.9506586210082,22.9481792673251,22.9456932473179,22.9432237043208,22.9407933345678,22.9384240961198,22.9361369408315,22.9339515740985,22.9318862459069,22.9299575754888,22.9281804107401,22.9265677225479,22.9251305333414,22.9238778785397,22.9228167991129,22.9219523631705,22.9212877142957
0,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292,23.0479689817292
1,22.971262679077,22.9720907089311,22.9727299558286,22.9731712126863,22.9734067397118,22.9734304570067,22.9732381242035,22.9728275016032,22.9721984872827,22.9713532248464,22.9702961769258,22.9690341602076,22.9675763386743,22.9659341728738,22.9641213243358,22.9621535156861,22.9600483485029,22.9578250824256,22.9555043804054,22.9531080261807,22.9506586210082,22.9481792673251,22.9456932473179,22.9432237043208,22.9407933345678,22.9384240961198,22.9361369408315,22.9339515740985,22.9318862459069,22.9299575754888,22.9281804107401,22.9265677225479,22.9251305333414,22.9238778785397,22.9228167991129,22.9219523631705,22.9212877142957,22.9208241442062,22.9205611871864,22.920496733568,22.920627159305,22.9209474683996,22.9214514446006,22.9221318084579,22.9229803755273,22.9239882113332,22.9251457786739,22.9264430730355,22.9278697422904,22.929415187507,22.9310686425532,22.9328192312106,22.9346560016539,22.9365679393183,22.9385439603085,22.940572888499,22.9426434202984,22.9447440816292,22.9468631819979,22.9489887705846,22.951108599091,22.9532100956685,22.9552803536741,22.9573061382961,22.9592739133297,22.9611698895968,22.9629800957394,22.9646904713986,22.9662869821262,22.9677557547746,22.9690832315551,22.970256340439,22.971262679077
2,22.6909718627861,22.6929725271253,22.6946022668754,22.6958321010282,22.6966358025378,22.696990587591,22.6968778085246,22.6962836292904,22.6951996582048,22.6936235097744,22.6915592660956,22.6890178089953,22.6860169968523,22.6825816648944,22.6787434345423,22.6745403257326,22.6700161756679,22.6652198775075,22.6602044624706,22.6550260579074,22.6497427613384,22.6444134755564,22.6390967520412,22.6338496888104,22.6287269243482,22.6237797617158,22.6190554469791,22.6145966146334,22.6104409009205,22.6066207150519,22.6031631495259,22.6000900048729,22.5974179018158,22.5951584550478,22.5933184871881,22.5919002681038,22.5909017724983,22.5903169561386,22.5901360570704,22.5903459316337,22.5909304354733,22.591870856924,22.5931464045787,22.594734743352,22.5966125650889,22.5987561720009,22.6011420451274,22.6037473665819,22.6065504641307,22.6095311498308,22.6126709307403,22.6159530784496,22.619362554425,22.6228857988015,22.6265104002078,22.6302246724599,22.6340171697616,22.6378761749547,22.6417891952613,22.6457424970904,22.6497207063516,22.6537064940606,22.657680359669,22.6616205173338,22.6655028840025,22.6693011632873,22.6729870159603,22.6765303065868,22.6798994161488,22.6830616120894,22.6859834694945,22.68863133949,22.6909718627861
3,22.2065408720762,22.2099909934167,22.212874487324,22.2151357727614,22.2167229537038,22.2175891221858,22.2176938026539,22.217004491184,22.2154982202584,22.213163062354,22.2099994752022,22.2060213889185,22.2012569402283,22.1957487712438,22.1895538290404,22.1827426269316,22.1753979580334,22.1676130852976,22.1594894679345,22.1511341195833,22.1426567255003,22.1341666707928,22.1257701456722,22.117567493852,22.1096509548449,22.1021029200844,22.0949947786771,22.088386375394,22.0823260471725,22.0768511518205,22.0719889607342,22.0677577621375,22.0641680163947,22.0612234212733,22.0589217803471,22.057255616752,22.056212529667,22.0557753435832,22.0559221423542,22.0566263046921,22.0578566615335,22.0595778783272,22.0617511299725,22.0643350887596,22.0672871937845,22.070565121826,22.0741283415917,22.0779396106939,22.0819662704255,22.0861812074408,22.0905633815277,22.0950978605692,22.0997753521063,22.1045912696855,22.1095444157185,22.1146353961074,22.1198649020553,22.1252319996913,22.1307325586899,22.136357928957,22.1420939430835,22.147920285876,22.1538102353956,22.1597307468094,22.1656428244523,22.1715021112032,22.1772596186739,22.1828625265935,22.1882549936967,22.1933789429151,22.1981748075077,22.2025822483208,22.2065408720762
4,21.5176608626441,21.5226980392548,21.5269201254156,21.5302455344811,21.5325966483232,21.5339015425521,21.5340962830643,21.5331276947454,21.5309564289583,21.5275601055338,21.522936279933,21.517104984532,21.5101106092199,21.5020229152861,21.4929370147434,21.4829721946987,21.4722695253819,21.4609882634324,21.449301149263,21.4373887948349,21.4254334572227,21.4136125810974,21.4020925549677,21.3910231477985,21.3805330643775,21.3707269756573,21.3616842482453,21.3534594274887,21.3460843408793,21.3395715076213,21.3339183927031,21.3291119535903,21.3251329115456,21.3219592435894,21.3195685283694,21.3179389701506,21.3170491402331,21.3168766797944,21.3173963690218,21.3185780585232,21.3203849667789,21.3227727729917,21.325689793324,21.3290783458837,21.3328772167343,21.3370249656431,21.3414636805117,21.346142718878,21.3510219691753,21.3560742201228,21.3612863329304,21.3666590520794,21.3722054474871,21.3779481343355,21.3839155484701,21.3901376500545,21.3966414761695,21.40344696057,21.4105633888363,21.4179867686304,21.4256982810978,21.43366385619,21.441834797195,21.4501492811024,21.4585344910419,21.4669091001798,21.4751858244768,21.4832737925502,21.4910805397422,21.4985135131607,21.505481065542,21.5118930069905,21.5176608626441
